Date,Zone,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Pb,Temperature,Humidity,Wind_Speed
2021-09-21,Mathura_Refinery,85.732,94.351,35.055,22.111,1.622,45.906,25.33,0.197,32.14,61.185,8.07
2021-09-22,Mathura_Refinery,85.614,,47.164,45.279,2.548,27.211,14.499,0.178,33.048,71.639,4.992
2021-09-23,Mathura_Refinery,93.584,114.913,,40.778,2.836,36.878,5.806,0.318,29.963,53.479,5.637
2021-09-24,Mathura_Refinery,85.085,,39.393,,1.818,34.132,12.091,0.266,29.386,87.037,10.271
2021-09-25,Mathura_Refinery,73.758,72.829,30.376,44.653,1.706,57.852,19.642,0.232,26.901,104.277,8.544
2021-09-26,Mathura_Refinery,80.306,80.366,,,0.688,44.208,7.863,0.299,29.105,87.728,10.12
2021-09-27,Mathura_Refinery,77.255,121.811,53.569,44.917,1.861,35.405,13.964,,,69.92,10.635
2021-09-28,Mathura_Refinery,63.479,100.796,57.375,47.822,1.082,23.855,9.38,0.133,26.495,65.442,8.113
2021-09-29,Mathura_Refinery,64.25,125.005,35.334,65.75,2.434,46.28,18.684,0.104,28.705,66.606,5.35
2021-09-30,Mathura_Refinery,85.161,171.059,36.46,56.571,3.017,38.429,37.15,0.256,30.09,71.943,4.521
2021-10-01,Mathura_Refinery,81.576,117.776,30.355,66.666,2.337,30.774,30.153,0.292,30.464,74.498,9.657
2021-10-02,Mathura_Refinery,77.56,,30.773,61.753,2.336,34.195,25.372,0.208,28.005,71.488,8.981
2021-10-03,Mathura_Refinery,81.625,147.359,46.779,57.21,1.999,38.0,28.845,,29.758,70.433,4.752
2021-10-04,Mathura_Refinery,,136.887,,31.813,2.36,44.354,28.752,0.204,29.261,62.231,8.452
2021-10-05,Mathura_Refinery,93.238,128.295,20.979,58.279,1.718,40.732,27.2,0.349,29.801,46.079,
2021-10-06,Mathura_Refinery,93.905,180.366,,,2.486,40.508,34.57,0.24,28.886,43.347,4.836
2021-10-07,Mathura_Refinery,61.784,155.14,39.376,60.692,1.492,40.985,34.503,,29.151,50.329,6.905
2021-10-08,Mathura_Refinery,103.746,190.828,48.519,,0.988,42.036,33.322,,30.206,40.857,12.855
2021-10-09,Mathura_Refinery,74.182,165.262,45.019,31.564,1.547,38.55,27.054,,28.638,51.697,11.656
2021-10-10,Mathura_Refinery,42.867,134.896,50.254,60.624,1.734,42.276,23.419,0.243,28.615,60.905,8.449
2021-10-11,Mathura_Refinery,45.922,164.713,27.984,44.421,2.341,39.465,33.735,,29.897,62.063,8.239
2021-10-12,Mathura_Refinery,47.822,172.082,50.886,65.726,2.043,30.015,29.016,0.385,28.319,62.136,10.027
2021-10-13,Mathura_Refinery,71.356,198.849,44.044,60.941,3.455,32.422,38.539,0.329,26.16,,11.797
2021-10-14,Mathura_Refinery,74.181,158.114,52.818,52.067,2.992,41.589,25.966,0.392,27.792,61.006,8.999
2021-10-15,Mathura_Refinery,74.244,,34.021,53.711,,21.674,,0.403,29.438,41.567,7.94
2021-10-16,Mathura_Refinery,83.621,143.972,36.397,34.815,2.508,12.847,33.676,0.269,29.788,47.542,6.233
2021-10-17,Mathura_Refinery,82.714,158.629,39.601,41.736,2.784,29.566,22.814,0.436,29.003,57.429,8.69
2021-10-18,Mathura_Refinery,92.62,127.667,56.622,36.018,3.02,46.691,31.503,,24.186,58.857,10.431
2021-10-19,Mathura_Refinery,98.978,185.678,32.913,43.27,3.042,50.244167314536305,26.438,0.352,24.621,43.522,4.901
2021-10-20,Mathura_Refinery,,190.678,41.729,102.687859882592,4.5159105720389805,33.061,29.638,0.381,24.771,39.133,5.927
2021-10-21,Mathura_Refinery,49.641,,32.752,64.037,1.724,30.398,27.092,0.374,25.64,50.844,4.623
2021-10-22,Mathura_Refinery,65.681,196.237,47.415,39.818,1.142,30.449,,0.485,,57.703,6.966
2021-10-23,Mathura_Refinery,30.848,227.409,50.02,54.742,1.733,31.277,33.282,0.305,25.22,44.719,4.987
2021-10-24,Mathura_Refinery,58.007,204.84,56.098,50.932,1.912,19.993,32.489,0.343,,54.104,4.022
2021-10-25,Mathura_Refinery,77.934,235.788,45.257,48.16,2.752,18.615,23.637,0.347,26.208,39.313,8.768
2021-10-26,Mathura_Refinery,110.053,201.156,58.122,65.6,2.735,24.931,20.602,0.429,24.565,54.194,7.96
2021-10-27,Mathura_Refinery,126.581,125.221,68.581,59.717,3.104,28.678,29.929,0.346,26.134,45.487,7.858
2021-10-28,Mathura_Refinery,111.035,88.505,37.547,43.14,2.065,21.728,,0.301,26.781,,8.85
2021-10-29,Mathura_Refinery,88.917,150.16,51.961,80.33,2.467,35.051,28.185,0.391,26.551,52.101,10.379
2021-10-30,Mathura_Refinery,91.36,129.787,54.843,62.015,1.621,27.279,38.134,0.35,24.322,64.522,8.072
2021-10-31,Mathura_Refinery,73.132,112.25,44.126,54.072,2.236,24.055,37.123,0.237,25.168,60.562,7.197
2021-11-01,Mathura_Refinery,86.169,149.786,33.198,52.507,1.311,31.279,29.919,0.431,23.203,50.802,6.855
2021-11-02,Mathura_Refinery,114.958,190.472,55.017,75.527,2.443,30.644,26.335,0.448,22.666,56.216,9.813
2021-11-03,Mathura_Refinery,90.308,130.411,37.853,59.626,1.675,38.17,28.992,0.375,,75.711,
2021-11-04,Mathura_Refinery,113.143,144.23,43.575,38.146,2.11,26.634,29.299,0.306,22.52,69.878,7.622
2021-11-05,Mathura_Refinery,119.595,223.89,47.708,42.658,,18.204,42.542,0.365,24.787,59.776,8.67
2021-11-06,Mathura_Refinery,,146.756,51.909,64.81,2.813,20.665,40.731,0.372,23.256,48.208,12.113
2021-11-07,Mathura_Refinery,98.707,177.154,39.982,67.703,1.612,23.994,33.63,0.184,23.071,,9.801
2021-11-08,Mathura_Refinery,115.438,,38.67,61.356,1.913,18.241,39.917,0.321,21.96,,
2021-11-09,Mathura_Refinery,107.934,197.859,48.088,83.961,1.462,14.729,43.772,0.406,,46.704,12.142
2021-11-10,Mathura_Refinery,84.032,,63.455,,,25.537,,,22.545,51.108,12.449
2021-11-11,Mathura_Refinery,72.276,,86.039,68.045,,22.44,,0.299,24.405,66.817,12.268
2021-11-12,Mathura_Refinery,75.711,,47.049,63.53,,15.766,42.306,0.406,24.96,60.589,8.656
2021-11-13,Mathura_Refinery,91.247,153.625,48.528,61.902,2.958,27.158,37.94,0.389,22.919,46.146,7.003
2021-11-14,Mathura_Refinery,66.857,191.737,34.393,46.371,3.01,21.55,27.339,0.403,22.705,72.027,3.749
2021-11-15,Mathura_Refinery,98.64,157.758,59.154,58.04,2.987,34.96,26.608,0.341,21.814,,8.326
2021-11-16,Mathura_Refinery,69.358,188.557,43.894,67.694,2.798,31.731,29.746,0.24,22.846,68.608,8.292
2021-11-17,Mathura_Refinery,84.031,201.365,41.311,,2.151,32.315,27.457,0.118,22.114,72.244,4.335
2021-11-18,Mathura_Refinery,163.54620287458405,334.75367600231846,41.495,52.911,,28.669,19.929,0.384,21.423,58.702,9.058
2021-11-19,Mathura_Refinery,163.606,216.593,48.405,56.402,1.802,,35.757,0.449,21.737,62.923,7.715
2021-11-20,Mathura_Refinery,87.67,155.259,50.062,69.451,1.72,11.824,34.938,0.467,19.443,53.452,7.436
2021-11-21,Mathura_Refinery,,114.12,52.601,36.528,2.258,17.995,22.423,0.303,,40.606,4.597
2021-11-22,Mathura_Refinery,113.744,199.122,54.171,49.003,2.661,26.722,28.974,0.431,22.062,73.836,7.673
2021-11-23,Mathura_Refinery,119.128,205.75,37.271,52.494,5.187,14.599,32.176,0.228,21.83,48.263,8.923
2021-11-24,Mathura_Refinery,,248.295,58.115,77.606,,22.136,36.803,0.217,,54.597,8.268
2021-11-25,Mathura_Refinery,120.644,216.915,56.125,71.382,2.946,17.459,27.424,0.325,21.258,57.018,7.229
2021-11-26,Mathura_Refinery,107.911,,71.832,99.365,,25.12,21.273,0.429,20.44,60.223,13.207
2021-11-27,Mathura_Refinery,127.49,191.754,48.752,82.916,2.105,,30.995,0.514,19.097,55.617,7.556
2021-11-28,Mathura_Refinery,93.98,163.655,29.564,61.797,,27.104,19.617,0.37,,53.877,6.307
2021-11-29,Mathura_Refinery,131.967,200.867,45.438,70.36,3.406,34.435,28.45,0.277,23.039,55.296,8.81
2021-11-30,Mathura_Refinery,100.237,174.864,70.093,64.017,2.92,33.038,31.202,0.234,21.949,59.183,6.194
2021-12-01,Mathura_Refinery,103.291,260.877,64.554,81.953,,35.123,34.225,0.244,20.211,56.055,4.992
2021-12-02,Mathura_Refinery,,189.857,57.493,52.432,2.754,27.575,38.956,0.582,18.85,54.158,9.173
2021-12-03,Mathura_Refinery,108.499,184.478,45.506,49.272,1.945,46.006,53.323,0.55,17.393,41.222,9.74
2021-12-04,Mathura_Refinery,129.525,,66.887,61.015,1.952,24.607,28.194,0.517,17.858,68.462,9.713
2021-12-05,Mathura_Refinery,104.245,135.347,43.619,76.634,2.13,19.84,37.096,0.375,20.277,64.992,9.067
2021-12-06,Mathura_Refinery,102.188,192.126,42.185,35.731,2.845,29.523,14.844,0.382,19.481,60.427,
2021-12-07,Mathura_Refinery,76.594,269.979,59.795,80.497,3.514,32.296,42.228,,18.344,,7.059
2021-12-08,Mathura_Refinery,90.594,211.605,,72.637,3.17,31.547,21.164,0.362,17.995,42.845,7.457
2021-12-09,Mathura_Refinery,59.085,226.588,66.246,39.642,3.024,,54.734,0.345,19.962,57.897,9.56
2021-12-10,Mathura_Refinery,65.181,97.512,70.541,15.863,1.82,14.588,41.726,,19.647,54.005,9.518
2021-12-11,Mathura_Refinery,86.297,141.3,67.866,20.182,2.698,26.895,46.165,0.268,18.687,60.039,6.659
2021-12-12,Mathura_Refinery,119.733,149.281,62.908,43.523,2.251,22.136,46.408,0.307,18.715,,9.122
2021-12-13,Mathura_Refinery,192.572,150.457,,59.671,3.463,,38.106,0.262,22.303,64.744,4.924
2021-12-14,Mathura_Refinery,128.031,233.814,,78.4,4.404,14.691,35.56,0.376,22.274,67.059,6.097
2021-12-15,Mathura_Refinery,158.447,206.169,51.21,65.386,3.595,22.415,30.047,0.422,22.579,58.436,4.84
2021-12-16,Mathura_Refinery,,201.869,42.296,50.492,2.612,20.218,43.37,0.386,18.023,60.32,4.936
2021-12-17,Mathura_Refinery,118.569,191.661,59.73,56.765,3.023,26.481,37.195,0.294,18.468,63.73,10.82
2021-12-18,Mathura_Refinery,113.388,112.612,,59.42,3.085,24.381,28.165,0.326,17.898,44.897,6.04
2021-12-19,Mathura_Refinery,102.887,109.555,72.485,63.42,2.676,23.74,35.322,0.278,19.346,66.667,5.496
2021-12-20,Mathura_Refinery,112.366,214.399,70.417,55.53,2.622,17.466,29.542,0.357,20.634,63.764,8.07
2021-12-21,Mathura_Refinery,101.716,,77.658,,3.508,21.169,32.733,0.516,20.061,51.062,7.041
2021-12-22,Mathura_Refinery,,,62.955,66.159,3.814,21.834,38.257,0.297,,42.166,7.943
2021-12-23,Mathura_Refinery,52.834,168.485,54.503,55.361,3.261,26.23,33.263,0.623,,58.861,10.979
2021-12-24,Mathura_Refinery,108.185,273.918,65.0,56.902,1.987,30.974,32.756,0.483,19.166,57.997,10.566
2021-12-25,Mathura_Refinery,93.515,244.498,51.377,75.224,2.767,24.983,45.402,0.434,19.928,,8.042
2021-12-26,Mathura_Refinery,,184.218,53.851,64.882,2.264,15.337,36.566,0.299,19.375,56.775,
2021-12-27,Mathura_Refinery,101.253,261.568,42.537,58.155,3.106,21.039,35.449,0.502,19.115,45.363,9.009
2021-12-28,Mathura_Refinery,132.092,201.453,40.663,84.452,3.395,38.52,36.828,,18.876,55.489,9.737
2021-12-29,Mathura_Refinery,127.06,255.751,62.14,116.806,1.855,39.57,43.549,0.367,19.076,52.676,8.738
2021-12-30,Mathura_Refinery,101.313,171.689,74.468,95.237,2.842,15.834,31.738,0.321,19.782,53.259,9.053
2021-12-31,Mathura_Refinery,144.748,247.129,51.996,105.022,,20.813,41.314,0.34,19.926,76.808,9.18
2022-01-01,Mathura_Refinery,152.312,191.508,59.211,94.369,3.549,24.567,38.784,0.38,,71.571,8.278
2022-01-02,Mathura_Refinery,129.853,146.288,47.542,65.826,3.183,20.503,21.265,,18.646,,6.84
2022-01-03,Mathura_Refinery,,179.498,,71.751,1.7,19.445,50.614,0.389,18.401,86.858,9.096
2022-01-04,Mathura_Refinery,164.76,215.123,80.071,50.605,,,59.116,0.314,17.296,70.881,9.051
2022-01-05,Mathura_Refinery,167.84,,80.753,61.565,3.89,25.321,40.336,0.277,16.828,61.916,4.05
2022-01-06,Mathura_Refinery,154.35,233.876,80.887,58.387,2.618,17.204,29.673,0.3,18.561,50.565,4.686
2022-01-07,Mathura_Refinery,148.554,198.387,97.385,61.161,2.45,27.883,38.695,,17.441,48.227,5.665
2022-01-08,Mathura_Refinery,129.238,210.695,60.828,50.515,2.828,22.346,24.199,0.439,19.189,31.793,6.644
2022-01-09,Mathura_Refinery,83.234,209.044,42.779,,3.284,15.803,41.068,0.46,18.642,52.8,9.986
2022-01-10,Mathura_Refinery,123.162,,,76.0,,26.872,,0.43,19.678,41.206,15.519
2022-01-11,Mathura_Refinery,80.081,196.258,50.522,73.384,3.915,15.43,55.168,0.465,19.833,57.657,6.571
2022-01-12,Mathura_Refinery,78.981,216.695,22.358,40.834,2.147,16.726,38.574,0.412,20.196,55.045,8.068
2022-01-13,Mathura_Refinery,138.841,242.892,42.825,48.014,2.055,17.141,38.955,0.196,18.448,55.663,8.173
2022-01-14,Mathura_Refinery,149.475,,46.03,36.919,1.18,33.41,52.701,0.298,19.031,54.253,7.69
2022-01-15,Mathura_Refinery,152.658,272.078,58.462,55.673,1.558,21.43,38.779,0.284,19.748,67.574,9.016
2022-01-16,Mathura_Refinery,112.21,,58.171,67.034,,,38.049,0.211,16.75,71.185,8.721
2022-01-17,Mathura_Refinery,81.552,372.211,,,5.077,14.166,50.608,0.261,20.249,60.593,7.529
2022-01-18,Mathura_Refinery,,303.474,66.176,61.556,4.275,,39.386,0.367,22.475,,7.873
2022-01-19,Mathura_Refinery,110.848,274.515,,74.198,3.237,27.391,27.944,0.254,21.484,60.54,9.118
2022-01-20,Mathura_Refinery,116.309,272.764,55.184,,3.163,38.339,21.424,0.26,20.902,47.143,9.416
2022-01-21,Mathura_Refinery,148.715,194.763,,51.075,3.702,37.57,38.897,0.54,20.376,36.144,8.963
2022-01-22,Mathura_Refinery,108.4,169.564,24.015,68.646,2.114,27.409,38.993,0.256,18.874,51.702,
2022-01-23,Mathura_Refinery,,,26.745,,2.148,,44.472,,18.603,64.924,13.584
2022-01-24,Mathura_Refinery,84.873,222.875,36.578,92.782,4.078,30.826,39.641,0.217,20.067,54.432,10.989
2022-01-25,Mathura_Refinery,116.314,212.108,52.507,71.131,2.82,24.067,26.345,0.24,17.889,58.105,
2022-01-26,Mathura_Refinery,116.036,221.728,43.857,94.563,2.558,19.65,11.981,0.317,16.92,51.602,8.052
2022-01-27,Mathura_Refinery,94.357,,46.72,73.842,3.074,19.345,57.352,0.251,17.518,60.058,8.419
2022-01-28,Mathura_Refinery,100.3,276.334,37.39,86.087,3.498,14.229,52.549,0.415,19.306,67.067,8.549
2022-01-29,Mathura_Refinery,,212.067,47.263,63.839,2.659,14.969,42.281,0.504,17.862,56.672,4.204
2022-01-30,Mathura_Refinery,87.863,,54.25,59.142,2.793,16.439,39.291,0.488,18.241,45.08,
2022-01-31,Mathura_Refinery,154.545,247.671,64.134,,,25.096,26.133,0.564,18.6,36.27,5.247
2022-02-01,Mathura_Refinery,127.974,263.385,62.338,49.253,5.076,21.825,27.051,0.301,17.478,55.906,5.638
2022-02-02,Mathura_Refinery,,163.399,38.917,65.877,3.953,15.206,52.068,0.334,15.013,43.715,
2022-02-03,Mathura_Refinery,54.626,180.845,42.939,63.541,3.57,10.527,51.483,0.433,16.102,53.502,6.815
2022-02-04,Mathura_Refinery,65.221,208.906,47.597,101.037,4.681,19.748,37.421,,18.435,61.357,
2022-02-05,Mathura_Refinery,76.519,218.526,44.151,59.994,3.17,20.067,25.134,0.583,,52.07,9.258
2022-02-06,Mathura_Refinery,71.124,226.94,48.448,,2.049,17.053,25.871,0.539,20.314,,6.023
2022-02-07,Mathura_Refinery,135.602,231.88,76.153,49.115,3.029,18.331,31.411,0.565,20.758,62.756,5.044
2022-02-08,Mathura_Refinery,117.781,246.886,78.274,53.808,4.08,,56.345,0.783,19.205,49.647,6.026
2022-02-09,Mathura_Refinery,151.247,229.65,53.102,,3.922,32.803,44.743,0.565,18.325,,4.238
2022-02-10,Mathura_Refinery,,190.069,66.944,,3.488,22.805,30.459,0.431,19.775,47.488,7.134
2022-02-11,Mathura_Refinery,120.85,192.122,,72.913,2.234,24.281,35.539,0.433,19.563,63.817,10.495
2022-02-12,Mathura_Refinery,,182.568,48.751,54.829,2.496,26.78,35.992,0.28,21.144,73.583,7.789
2022-02-13,Mathura_Refinery,96.601,176.577,58.983,41.282,3.444,18.819,23.981,0.315,21.075,60.873,8.075
2022-02-14,Mathura_Refinery,153.587,,,82.823,2.38,22.21,37.17,0.158,22.404,49.827,7.129
2022-02-15,Mathura_Refinery,64.447,155.211,38.277,145.23058628473956,4.574274555431104,23.487,50.028,0.238,20.475,62.674,6.33
2022-02-16,Mathura_Refinery,37.557,190.61,57.23,79.93,2.758,15.925,44.964,0.318,21.972,,7.73
2022-02-17,Mathura_Refinery,66.895,,61.335,51.062,2.52,22.429,34.049,0.475,24.024,51.304,6.499
2022-02-18,Mathura_Refinery,93.799,190.741,56.602,41.008,3.162,24.221,32.165,0.556,22.055,52.495,5.702
2022-02-19,Mathura_Refinery,107.955,196.861,51.244,54.316,3.164,25.131,19.379,0.323,21.973,65.974,
2022-02-20,Mathura_Refinery,108.536,143.519,41.126,64.897,3.153,16.211,26.024,0.523,19.947,72.349,6.408
2022-02-21,Mathura_Refinery,99.052,112.195,59.982,33.381,2.446,21.813,36.637,0.46,21.83,52.178,9.604
2022-02-22,Mathura_Refinery,133.179,154.086,58.277,50.515,1.64,33.148,29.573,0.444,22.99,54.901,10.127
2022-02-23,Mathura_Refinery,146.854,217.811,60.414,90.246,2.792,42.403,,0.222,21.185,48.814,11.984
2022-02-24,Mathura_Refinery,129.216,281.97,63.802,74.799,2.653,40.96,51.654,,22.089,49.075,8.177
2022-02-25,Mathura_Refinery,142.88,268.768,44.127,97.356,4.395,,27.182,0.451,22.082,58.031,9.858
2022-02-26,Mathura_Refinery,116.905,157.593,35.918,82.729,4.529,,16.392,0.386,22.311,52.357,6.427
2022-02-27,Mathura_Refinery,87.93,155.782,17.656,,4.641,20.328,18.017,0.354,23.083,55.228,8.86
2022-02-28,Mathura_Refinery,118.427,194.788,49.035,58.033,,,44.396,0.396,23.044,,11.797
2022-03-01,Mathura_Refinery,114.759,206.644,37.191,62.771,3.545,21.006,48.613,0.222,22.157,72.646,10.565
2022-03-02,Mathura_Refinery,,225.974,50.683,50.834,,,56.838,0.304,23.28,64.264,12.516
2022-03-03,Mathura_Refinery,146.889,,59.185,45.681,4.039,18.784,45.417,0.507,24.208,59.25,8.549
2022-03-04,Mathura_Refinery,58.762,191.877,65.571,84.407,3.226,,,0.55,22.26,45.337,7.938
2022-03-05,Mathura_Refinery,45.33,189.712,40.619,54.427,3.622,26.586,24.787,0.394,22.356,,6.052
2022-03-06,Mathura_Refinery,44.837,202.125,43.182,,2.985,,30.931,0.486,19.931,63.598,7.294
2022-03-07,Mathura_Refinery,71.562,166.675,,61.741,3.144,28.6,32.882,0.277,22.431,59.163,8.284
2022-03-08,Mathura_Refinery,84.855,,85.244,64.925,1.969,,33.242,0.225,24.435,56.892,8.168
2022-03-09,Mathura_Refinery,,76.663,80.303,75.553,3.102,32.814,49.672,0.516,23.189,58.662,7.072
2022-03-10,Mathura_Refinery,60.108,,69.566,60.89,2.883,27.926,40.751,0.49,23.338,63.367,6.598
2022-03-11,Mathura_Refinery,64.107,144.928,47.473,73.636,3.318,28.648,49.867,0.383,22.974,66.451,8.164
2022-03-12,Mathura_Refinery,128.258,120.33,53.754,35.442,2.968,35.942,26.513,0.328,22.679,74.638,7.731
2022-03-13,Mathura_Refinery,139.773,149.179,46.69,52.821,2.789,29.335,47.806,0.238,23.536,64.614,5.474
2022-03-14,Mathura_Refinery,106.801,172.807,58.394,21.628,2.885,29.239,37.522,0.342,22.503,75.296,3.005
2022-03-15,Mathura_Refinery,94.602,94.781,47.483,44.549,,29.756,42.635,0.373,22.97,72.8,4.752
2022-03-16,Mathura_Refinery,69.842,160.731,48.929,70.558,3.05,27.683,45.924,0.366,22.282,60.935,
2022-03-17,Mathura_Refinery,40.897,,53.69,77.095,1.963,25.321,,0.236,24.249,,4.564
2022-03-18,Mathura_Refinery,73.663,188.961,56.487,49.561,2.959,29.331,42.395,0.335,24.623,49.459,5.737
2022-03-19,Mathura_Refinery,58.599,127.654,53.946,36.852,2.167,23.197,,0.262,23.898,67.332,6.788
2022-03-20,Mathura_Refinery,70.942,144.67,41.6,37.817,1.548,23.091,,0.193,24.376,51.797,6.117
2022-03-21,Mathura_Refinery,48.625,158.735,31.181,56.4,,21.114,26.52,0.419,24.288,53.92,11.848
2022-03-22,Mathura_Refinery,59.994,,64.078,29.717,2.595,,31.838,,26.312,55.574,6.891
2022-03-23,Mathura_Refinery,86.39,189.932,87.75,49.729,,33.691,32.527,0.65,24.933,63.787,10.096
2022-03-24,Mathura_Refinery,101.884,176.442,71.617,62.464,1.333,30.122,45.167,0.534,26.026,54.145,8.497
2022-03-25,Mathura_Refinery,108.977,122.289,43.145,58.39,1.983,14.615,44.388,0.392,24.628,45.608,6.818
2022-03-26,Mathura_Refinery,65.401,93.204,34.738,60.785,2.857,25.021,34.151,0.319,26.353,56.184,8.761
2022-03-27,Mathura_Refinery,90.456,108.835,44.2,,2.289,26.202,34.515,0.33,27.46,47.648,7.353
2022-03-28,Mathura_Refinery,74.625,151.149,64.316,52.197,2.49,21.267,17.475,0.292,28.067,33.618,6.047
2022-03-29,Mathura_Refinery,101.749,145.374,41.272,,3.373,33.672,22.166,0.451,28.964,63.736,10.977
2022-03-30,Mathura_Refinery,97.188,187.901,45.052,50.352,3.549,21.09,31.197,0.186,27.722,66.905,4.583
2022-03-31,Mathura_Refinery,,171.197,50.241,42.737,3.758,36.156,41.284,0.244,28.685,77.469,6.119
2022-04-01,Mathura_Refinery,74.156,139.092,60.092,,1.509,33.253,37.909,0.375,29.724,71.883,7.647
2022-04-02,Mathura_Refinery,82.668,134.073,45.076,53.532,,13.743,40.91,0.244,26.283,67.766,
2022-04-03,Mathura_Refinery,90.455,146.58,27.115,67.872,2.85,22.828,38.151,0.24,25.752,,
2022-04-04,Mathura_Refinery,88.196,,47.344,62.335,4.363,,30.943,,24.353,55.831,13.704
2022-04-05,Mathura_Refinery,124.827,239.781,61.089,68.341,2.855,25.181,30.673,,27.574,59.71,11.876
2022-04-06,Mathura_Refinery,127.189,175.064,52.389,42.254,1.615,23.668,34.69,0.26,25.261,50.907,4.922
2022-04-07,Mathura_Refinery,99.434,169.648,54.36,55.485,2.248,28.383,29.6,0.165,24.044,42.37,3.716
2022-04-08,Mathura_Refinery,110.435,184.366,44.9,56.289,2.312,27.298,42.565,0.166,24.639,46.119,6.784
2022-04-09,Mathura_Refinery,,156.455,33.477,65.27,2.568,14.334,25.726,0.103,24.053,63.401,5.111
2022-04-10,Mathura_Refinery,129.086,131.214,46.278,,,31.723,27.799,0.083,26.813,45.781,7.995
2022-04-11,Mathura_Refinery,77.862,99.167,50.952,50.388,2.658,31.049,35.353,0.129,26.063,38.888,
2022-04-12,Mathura_Refinery,63.764,121.511,53.779,68.736,2.465,26.581,30.422,0.353,24.989,,5.106
2022-04-13,Mathura_Refinery,109.992,110.869,65.946,60.17,2.85,21.352,26.685,0.297,27.033,49.847,4.817
2022-04-14,Mathura_Refinery,73.403,84.224,42.328,42.833,2.516,36.326,28.508,0.306,28.034,57.058,8.516
2022-04-15,Mathura_Refinery,52.954,104.531,38.301,84.865,2.323,23.85,35.625,0.218,25.816,64.844,3.958
2022-04-16,Mathura_Refinery,,93.008,39.237,49.579,2.697,27.986,26.249,0.285,26.693,62.824,8.578
2022-04-17,Mathura_Refinery,71.609,132.656,33.007,46.452,2.947,24.353,19.032,0.403,28.062,51.384,10.488
2022-04-18,Mathura_Refinery,,168.592,48.567,56.058,3.324,26.315,33.828,0.261,28.302,65.424,8.299
2022-04-19,Mathura_Refinery,67.956,133.028,44.184,58.635,2.716,21.866,34.223,0.437,28.535,65.783,5.17
2022-04-20,Mathura_Refinery,63.475,139.322,,,1.299,24.636,,0.384,30.899,58.974,8.035
2022-04-21,Mathura_Refinery,60.674,89.678,40.613,51.317,1.901,31.705,38.402,0.331,33.335,55.78,6.993
2022-04-22,Mathura_Refinery,55.918,113.397,44.303,49.615,1.777,36.784,48.142,0.343,30.864,58.347,4.415
2022-04-23,Mathura_Refinery,101.284,132.455,47.316,34.422,1.846,26.767,40.023,0.309,28.52,52.706,
2022-04-24,Mathura_Refinery,85.9,150.675,43.699,62.434,1.608,28.27,26.147,,29.245,37.627,7.173
2022-04-25,Mathura_Refinery,,129.452,,53.704,2.063,42.057,30.874,0.376,30.249,54.742,4.578
2022-04-26,Mathura_Refinery,78.965,175.772,48.097,,1.657,23.26,25.617,0.367,30.389,61.011,7.23
2022-04-27,Mathura_Refinery,75.975,113.649,42.772,51.044,1.352,31.762,24.131,0.281,31.497,34.438,7.549
2022-04-28,Mathura_Refinery,64.12,96.809,35.151,46.938,2.633,26.121,16.985,0.352,34.34,,10.941
2022-04-29,Mathura_Refinery,25.654,149.848,42.088,43.889,1.908,22.943,21.627,0.228,29.92,69.929,8.377
2022-04-30,Mathura_Refinery,27.095,175.265,34.691,27.125,1.908,30.178,25.379,0.236,29.982,49.411,7.374
2022-05-01,Mathura_Refinery,20.676,155.228,48.181,34.26,2.334,26.623,23.437,0.428,33.049,51.452,8.454
2022-05-02,Mathura_Refinery,11.697,148.497,,38.92,2.804,21.718,18.579,0.177,31.398,51.212,8.6
2022-05-03,Mathura_Refinery,28.164,80.763,53.541,59.517,2.914,45.138,13.811,0.253,32.717,,8.723
2022-05-04,Mathura_Refinery,82.284,58.667,49.425,39.307,2.681,50.645,,0.285,33.108,70.905,8.86
2022-05-05,Mathura_Refinery,77.731,113.224,43.089,,2.804,24.296,32.385,0.257,34.227,52.224,8.69
2022-05-06,Mathura_Refinery,,120.16,29.135,34.179,3.188,18.41,23.686,0.246,35.739,56.615,7.401
2022-05-07,Mathura_Refinery,83.703,91.456,29.64,51.62,2.555,31.928,25.024,0.236,34.157,77.428,9.509
2022-05-08,Mathura_Refinery,82.335,107.699,32.21,36.241,1.31,30.049,34.469,0.208,30.619,57.299,7.848
2022-05-09,Mathura_Refinery,60.916,130.126,38.595,49.753,1.556,51.396,33.384,0.258,30.796,55.211,
2022-05-10,Mathura_Refinery,,162.249,43.23,59.596,2.284,,13.36,0.221,35.111,59.476,11.566
2022-05-11,Mathura_Refinery,88.324,151.434,49.105,50.59,1.881,47.701,37.283,0.4,31.738,50.261,8.003
2022-05-12,Mathura_Refinery,,,,32.919,,32.744,,,33.225,,13.051
2022-05-13,Mathura_Refinery,80.771,,31.215,25.91,2.39,,21.606,0.314,29.568,55.663,8.524
2022-05-14,Mathura_Refinery,76.135,125.354,42.222,41.27,2.037,,15.499,,29.864,41.164,6.728
2022-05-15,Mathura_Refinery,57.776,140.933,41.349,27.836,2.321,42.213,14.974,0.266,,43.763,8.625
2022-05-16,Mathura_Refinery,45.972,109.488,35.531,42.96,2.087,46.12,22.703,0.312,33.512,56.252,9.177
2022-05-17,Mathura_Refinery,40.037,200.256,35.619,45.771,2.165,34.523,11.64,,33.088,47.143,8.622
