Date,Zone,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Pb,Temperature,Humidity,Wind_Speed
2022-04-19,Mathura_Refinery,67.956,133.028,44.184,58.635,2.716,21.866,34.223,0.437,28.535,65.783,5.17
2022-04-20,Mathura_Refinery,63.475,139.322,33.712,53.495,1.299,24.636,38.569,0.384,30.899,58.974,8.035
2022-04-21,Mathura_Refinery,60.674,89.678,40.613,51.317,1.901,31.705,38.402,0.331,33.335,55.78,6.993
2022-04-22,Mathura_Refinery,55.918,113.397,44.303,49.615,1.777,36.784,48.142,0.343,30.864,58.347,4.415
2022-04-23,Mathura_Refinery,101.284,132.455,47.316,34.422,1.846,26.767,40.023,0.309,28.52,52.706,10.575
2022-04-24,Mathura_Refinery,85.9,150.675,43.699,62.434,1.608,28.27,26.147,0.399,29.245,37.627,7.173
2022-04-25,Mathura_Refinery,100.824,129.452,48.009,53.704,2.063,42.057,30.874,0.376,30.249,54.742,4.578
2022-04-26,Mathura_Refinery,78.965,175.772,48.097,60.259,1.657,23.26,25.617,0.367,30.389,61.011,7.23
2022-04-27,Mathura_Refinery,75.975,113.649,42.772,51.044,1.352,31.762,24.131,0.281,31.497,34.438,7.549
2022-04-28,Mathura_Refinery,64.12,96.809,35.151,46.938,2.633,26.121,16.985,0.352,34.34,51.139,10.941
2022-04-29,Mathura_Refinery,25.654,149.848,42.088,43.889,1.908,22.943,21.627,0.228,29.92,69.929,8.377
2022-04-30,Mathura_Refinery,27.095,175.265,34.691,27.125,1.908,30.178,25.379,0.236,29.982,49.411,7.374
2022-05-01,Mathura_Refinery,20.676,155.228,48.181,34.26,2.334,26.623,23.437,0.428,33.049,51.452,8.454
2022-05-02,Mathura_Refinery,11.697,148.497,57.146,38.92,2.804,21.718,18.579,0.177,31.398,51.212,8.6
2022-05-03,Mathura_Refinery,28.164,80.763,53.541,59.517,2.914,45.138,13.811,0.253,32.717,69.024,8.723
2022-05-04,Mathura_Refinery,82.284,58.667,49.425,39.307,2.681,50.645,35.441,0.285,33.108,70.905,8.86
2022-05-05,Mathura_Refinery,77.731,113.224,43.089,38.443,2.804,24.296,32.385,0.257,34.227,52.224,8.69
2022-05-06,Mathura_Refinery,100.553,120.16,29.135,34.179,3.188,18.41,23.686,0.246,35.739,56.615,7.401
2022-05-07,Mathura_Refinery,83.703,91.456,29.64,51.62,2.555,31.928,25.024,0.236,34.157,77.428,9.509
2022-05-08,Mathura_Refinery,82.335,107.699,32.21,36.241,1.31,30.049,34.469,0.208,30.619,57.299,7.848
2022-05-09,Mathura_Refinery,60.916,130.126,38.595,49.753,1.556,51.396,33.384,0.258,30.796,55.211,9.628
2022-05-10,Mathura_Refinery,78.096,162.249,43.23,59.596,2.284,51.0,13.36,0.221,35.111,59.476,11.566
2022-05-11,Mathura_Refinery,88.324,151.434,49.105,50.59,1.881,47.701,37.283,0.4,31.738,50.261,8.003
2022-05-12,Mathura_Refinery,68.597,177.371,36.344,32.919,2.867,32.744,18.921,0.295,33.225,69.643,13.051
2022-05-13,Mathura_Refinery,80.771,152.764,31.215,25.91,2.39,42.664,21.606,0.314,29.568,55.663,8.524
2022-05-14,Mathura_Refinery,76.135,125.354,42.222,41.27,2.037,26.243,15.499,0.209,29.864,41.164,6.728
2022-05-15,Mathura_Refinery,57.776,140.933,41.349,27.836,2.321,42.213,14.974,0.266,33.287,43.763,8.625
2022-05-16,Mathura_Refinery,45.972,109.488,35.531,42.96,2.087,46.12,22.703,0.312,33.512,56.252,9.177
2022-05-17,Mathura_Refinery,40.037,200.256,35.619,45.771,2.165,34.523,11.64,0.305,33.088,47.143,8.622
2022-05-18,Mathura_Refinery,59.489,169.315,35.559,49.569,2.545,47.394,18.937,0.194,32.367,54.194,9.967
2022-05-19,Mathura_Refinery,71.126,156.525,36.586,51.91,1.522,68.13,29.054,0.169,30.455,59.546,9.317
2022-05-20,Mathura_Refinery,56.375,154.72,40.729,37.569,1.689,50.088,21.317,0.337,33.641,44.467,12.865
2022-05-21,Mathura_Refinery,56.915,167.164,52.536,28.44,2.007,45.828,13.852,0.209,33.585,44.708,9.834
2022-05-22,Mathura_Refinery,64.484,147.778,40.256,39.486,1.822,35.408,16.8,0.241,31.853,53.675,6.939
2022-05-23,Mathura_Refinery,134.1840051600615,165.40948792149527,43.349,35.491,2.628,40.589,19.135,0.172,33.47,60.697,6.417
2022-05-24,Mathura_Refinery,97.001,150.2,24.305,14.203,1.491,25.297,18.527,0.284,34.982,51.442,8.357
2022-05-25,Mathura_Refinery,100.116,126.859,26.87,38.431,0.979,35.806,14.852,0.207,34.533,54.452,9.163
2022-05-26,Mathura_Refinery,63.52,128.697,42.287,30.504,1.928,40.595,22.965,0.156,34.879,51.421,8.899
2022-05-27,Mathura_Refinery,92.632,93.348,41.316,42.691,2.343,62.085,26.535,0.152,34.975,60.043,6.576
2022-05-28,Mathura_Refinery,62.5,109.733,16.532,49.89,1.821,29.781,17.209,0.144,34.008,61.466,9.758
2022-05-29,Mathura_Refinery,116.49344068084734,152.76815746663172,28.374,41.046,1.833,30.841,14.072,0.195,34.784,53.356,12.771
2022-05-30,Mathura_Refinery,68.616,112.419,47.84,51.707,2.222,52.95,20.146,0.22,36.14,58.393,9.97
2022-05-31,Mathura_Refinery,59.642,110.83,23.275,47.317,1.658,44.717,16.461,0.15,37.178,51.747,12.59
2022-06-01,Mathura_Refinery,33.713,164.927,42.126,59.714,1.477,42.299,21.164,0.194,37.304,57.544,11.655
2022-06-02,Mathura_Refinery,49.113,187.302,16.856,38.152,1.804,33.914,29.941,0.136,35.305,59.999,14.121
2022-06-03,Mathura_Refinery,33.289,147.825,34.496,39.846,2.248,29.486,25.109,0.232,36.454,79.446,11.441
2022-06-04,Mathura_Refinery,57.062,119.315,30.304,41.633,1.39,16.569,15.725,0.249,36.726,60.91,9.663
2022-06-05,Mathura_Refinery,73.373,98.777,13.11,35.253,1.399,22.712,18.994,0.208,35.2,55.391,10.434
2022-06-06,Mathura_Refinery,54.545,136.939,28.641,49.55,1.555,24.503,19.893,0.234,34.999,48.265,8.063
2022-06-07,Mathura_Refinery,63.759,117.053,40.296,39.786,1.902,38.006,20.332,0.34,36.62,41.667,8.88
2022-06-08,Mathura_Refinery,51.528,106.555,38.623,59.801,1.849,33.038,23.72,0.257,38.326,44.63,11.147
2022-06-09,Mathura_Refinery,47.975,135.492,39.566,68.087,1.588,34.666,26.12,0.172,34.468,56.717,10.98
2022-06-10,Mathura_Refinery,67.637,110.546,32.071,53.684,2.255,35.693,23.596,0.236,37.945,62.255,9.127
2022-06-11,Mathura_Refinery,56.739,100.259,16.907,45.305,1.598,36.217,19.826,0.14,38.7,60.176,8.872
2022-06-12,Mathura_Refinery,74.215,65.893,27.052,46.803,1.419,31.86,27.269,0.151,37.659,53.596,9.94
2022-06-13,Mathura_Refinery,58.699,110.995,43.4,31.022,0.954,27.613,29.82,0.15,36.655,49.043,10.297
2022-06-14,Mathura_Refinery,74.339,157.476,45.055,23.488,1.139,39.402,28.886,0.143,37.206,43.105,10.494
2022-06-15,Mathura_Refinery,67.043,147.248,21.912,44.269,1.728,55.721,24.878,0.168,35.984,44.229,9.71
2022-06-16,Mathura_Refinery,74.228,159.894,16.214,43.346,1.876,51.281,17.484,0.25,36.203,37.503,6.953
2022-06-17,Mathura_Refinery,58.7,111.42,18.939,38.26,2.047,40.855,25.202,0.295,34.462,60.6,6.184
2022-06-18,Mathura_Refinery,52.102,104.034,13.188,34.294,1.868,37.917,20.988,0.269,33.42,74.497,8.242
2022-06-19,Mathura_Refinery,48.555,78.629,20.952,14.576,2.318,17.932,16.294,0.227,38.905,43.382,9.843
2022-06-20,Mathura_Refinery,78.44334280123593,180.00438103789156,29.9,26.823,1.651,33.23,17.707,0.199,37.867,52.565,10.211
2022-06-21,Mathura_Refinery,61.502,120.286,19.885,26.547,1.023,36.293,14.658,0.086,37.687,56.076,7.467
2022-06-22,Mathura_Refinery,100.97198569750866,218.55811073977043,32.141,41.453,1.003,31.206,23.367,0.18,37.308,56.86,7.469
2022-06-23,Mathura_Refinery,70.729,80.033,35.662,47.995,1.135,31.367,24.952,0.078,36.039,49.383,5.322
2022-06-24,Mathura_Refinery,84.799,67.708,28.569,46.756,1.075,35.553,23.082,0.037,36.31,62.092,4.007
2022-06-25,Mathura_Refinery,79.368,55.223,25.456,40.033,1.299,47.108,19.107,0.107,37.018,61.227,6.574
2022-06-26,Mathura_Refinery,55.738,84.515,13.488,23.376,1.772,52.767,14.93,0.156,36.912,66.942,10.282
2022-06-27,Mathura_Refinery,61.833,144.089,21.128,36.766,2.338,37.995,7.762,0.156,36.092,52.008,9.122
2022-06-28,Mathura_Refinery,50.13,152.084,26.595,42.384,2.143,37.045,8.349,0.276,37.56,39.759,12.456
2022-06-29,Mathura_Refinery,54.455,83.171,29.896,49.984,2.718,37.001,11.794,0.258,37.747,52.531,9.438
2022-06-30,Mathura_Refinery,47.374,128.488,32.677,60.615,1.944,52.723,12.428,0.208,38.135,44.053,8.641
2022-07-01,Mathura_Refinery,75.461,135.743,32.77,31.33,1.124,51.034,18.32,0.286,38.757,79.228,6.175
2022-07-02,Mathura_Refinery,103.98234675970288,150.43292874085716,26.321,27.784,1.616,44.626,20.375,0.29,37.759,48.633,6.541
2022-07-03,Mathura_Refinery,50.254,78.522,26.957,23.782,0.863,46.518,17.473,0.239,37.376,59.675,4.917
2022-07-04,Mathura_Refinery,70.322,118.659,35.754,32.804,1.036,39.653,25.571,0.169,39.612,62.022,3.522
2022-07-05,Mathura_Refinery,31.699,122.692,31.414,34.983,1.609,60.699,18.375,0.153,37.022,66.942,3.746
2022-07-06,Mathura_Refinery,18.405,83.807,32.581,33.667,1.59,52.578,18.548,0.094,34.655,77.243,6.477
2022-07-07,Mathura_Refinery,51.828,109.801,29.443,44.045,1.546,38.975,18.999,0.153,37.213,83.26,5.844
2022-07-08,Mathura_Refinery,55.006,60.617,24.901,29.724,1.137,41.156,24.559,0.117,36.535,89.086,6.088
2022-07-09,Mathura_Refinery,52.405,72.152,27.603,22.296,1.262,52.239,19.963,0.128,35.621,93.034,8.096
2022-07-10,Mathura_Refinery,33.456,100.95,22.379,19.434,1.64,40.053,18.22,0.161,38.083,81.606,4.786
2022-07-11,Mathura_Refinery,46.388,103.505,29.319,26.228,1.644,55.975,11.264,0.07,37.584,109.048,6.885
2022-07-12,Mathura_Refinery,79.32,93.328,29.554,21.448,1.312,43.184,12.027,0.071,35.772,109.894,9.335
2022-07-13,Mathura_Refinery,76.293,119.109,27.295,29.69,1.015,36.364,21.702,0.116,39.649,86.377,10.496
2022-07-14,Mathura_Refinery,66.096,131.216,26.213,31.97,1.067,50.998,10.675,0.161,36.088,79.429,10.083
2022-07-15,Mathura_Refinery,53.671,143.238,24.507,27.53,1.558,38.175,22.305,0.153,36.851,73.896,8.724
2022-07-16,Mathura_Refinery,44.439,124.439,14.764,34.962,1.541,46.993,20.537,0.145,34.552,81.459,6.98
2022-07-17,Mathura_Refinery,21.156,120.589,22.649,31.308,1.165,45.785,15.0,0.121,36.732,65.738,7.419
2022-07-18,Mathura_Refinery,45.225,126.56,28.285,43.17,0.579,36.091,13.826,0.081,36.278,62.01,11.24
2022-07-19,Mathura_Refinery,62.908,118.914,34.896,37.101,1.374,41.977,26.162,0.118,38.186,41.174,9.869
2022-07-20,Mathura_Refinery,36.844,112.096,27.823,36.152,1.176,38.513,28.83,0.152,37.728,57.672,8.523
2022-07-21,Mathura_Refinery,38.952,102.37,42.104,31.146,1.719,48.043,22.716,0.16,39.498,84.818,9.393
2022-07-22,Mathura_Refinery,33.011,77.51,31.794,33.946,1.371,70.556,21.473,0.188,37.623,78.592,8.662
2022-07-23,Mathura_Refinery,29.777,65.778,22.183,36.448,1.038,47.911,15.788,0.193,35.16,76.887,8.739
2022-07-24,Mathura_Refinery,40.053,73.119,17.657,29.465,1.275,47.909,16.558,0.207,36.806,81.46,7.777
2022-07-25,Mathura_Refinery,20.756,97.351,12.482,37.885,2.419,47.788,15.236,0.164,36.734,65.313,7.04
2022-07-26,Mathura_Refinery,50.216,133.097,33.56,29.763,2.246,47.713,17.53,0.09,34.423,73.28,9.707
2022-07-27,Mathura_Refinery,63.99,115.398,40.889,40.166,1.938,45.366,27.399,0.23,34.572,88.612,4.587
2022-07-28,Mathura_Refinery,55.685,131.12,38.391,32.744,1.904,36.02,22.351,0.233,35.06,86.549,7.64
2022-07-29,Mathura_Refinery,22.28,139.213,26.776,42.263,1.058,46.692,15.832,0.155,38.527,95.153,6.855
2022-07-30,Mathura_Refinery,25.306,103.85,36.091,35.332,0.874,39.069,10.782,0.174,38.66,102.61,3.541
2022-07-31,Mathura_Refinery,52.124,104.7,27.11,43.126,0.355,29.859,14.645,0.22,37.16,97.147,4.17
2022-08-01,Mathura_Refinery,20.855,100.237,26.829,29.037,1.826,52.306,14.165,0.311,37.703,75.643,6.392
2022-08-02,Mathura_Refinery,37.405,132.952,39.01,20.602,2.337,50.212,18.817,0.259,34.268,72.226,7.57
2022-08-03,Mathura_Refinery,32.443,131.176,38.35,24.819,2.092,45.401,11.754,0.287,34.979,102.808,9.382
2022-08-04,Mathura_Refinery,58.367,90.385,49.282,19.771,1.894,62.271,20.057,0.162,36.614,92.334,10.25
2022-08-05,Mathura_Refinery,48.033,104.088,39.615,17.795,1.139,30.871,14.973,0.183,36.887,86.274,5.652
2022-08-06,Mathura_Refinery,52.221,125.086,28.449,29.983,1.215,47.973,16.162,0.157,35.938,69.236,7.853
2022-08-07,Mathura_Refinery,55.886,100.142,22.731,30.331,1.92,33.521,15.128,0.18,36.235,73.21,9.471
2022-08-08,Mathura_Refinery,82.96,115.017,13.865,30.179,1.836,43.769,26.604,0.292,36.85,86.142,9.048
2022-08-09,Mathura_Refinery,64.918,123.42,21.835,31.01,1.523,38.291,23.702,0.254,36.548,81.465,9.474
2022-08-10,Mathura_Refinery,66.097,91.47,35.554,29.517,0.912,32.08,31.289,0.167,37.631,72.094,4.531
2022-08-11,Mathura_Refinery,39.988,113.761,37.108,49.271,1.957,56.098,27.586,0.112,37.232,71.603,4.533
2022-08-12,Mathura_Refinery,68.161,79.827,33.526,35.695,1.784,72.037,30.434,0.27,37.298,92.174,9.482
2022-08-13,Mathura_Refinery,47.184,74.78,22.654,23.119,0.967,49.405,21.554,0.237,39.002,93.045,8.005
2022-08-14,Mathura_Refinery,41.267,104.987,25.875,34.087,0.927,45.723,20.318,0.22,38.352,91.516,12.671
2022-08-15,Mathura_Refinery,51.61,116.86,36.704,34.58,0.88,46.401,26.726,0.192,39.351,89.596,7.184
2022-08-16,Mathura_Refinery,33.326,106.704,36.762,55.626,1.343,66.243,27.793,0.219,36.218,66.029,10.957
2022-08-17,Mathura_Refinery,52.428,120.263,34.883,40.504,1.675,29.074,26.407,0.152,33.58,77.035,7.9
2022-08-18,Mathura_Refinery,71.159,114.268,26.897,47.283,1.513,43.277,21.568,0.212,34.555,92.609,9.771
2022-08-19,Mathura_Refinery,68.866,113.866,36.467,52.341,1.995,36.017,20.544,0.137,34.761,80.18,8.088
2022-08-20,Mathura_Refinery,37.881,114.516,14.593,36.244,1.705,14.413,23.568,0.141,37.206,92.595,8.278
2022-08-21,Mathura_Refinery,43.654,88.204,24.172,28.156,1.941,24.624,25.734,0.128,34.39,91.493,9.362
2022-08-22,Mathura_Refinery,65.204,105.072,48.934,41.942,1.698,58.151,20.14,0.057,34.712,95.018,7.257
2022-08-23,Mathura_Refinery,34.413,103.78,27.291,46.024,3.077,42.581,17.168,0.13,35.471,85.522,9.385
2022-08-24,Mathura_Refinery,34.354,73.142,28.582,28.824,2.072,52.912,15.188,0.124,35.266,93.457,7.996
2022-08-25,Mathura_Refinery,64.264,77.026,31.024,24.708,1.526,61.608,23.526,0.167,34.724,63.618,8.372
2022-08-26,Mathura_Refinery,67.172,138.919,28.51,9.889,1.257,51.134,17.684,0.199,35.199,72.713,4.104
2022-08-27,Mathura_Refinery,63.078,121.548,34.588,28.758,1.337,43.497,21.573,0.285,36.355,85.896,5.733
2022-08-28,Mathura_Refinery,80.185,80.549,33.426,29.533,0.82,23.175,22.012,0.241,37.401,85.318,9.747
2022-08-29,Mathura_Refinery,77.309,65.803,34.668,34.758,1.575,27.553,19.27,0.252,35.582,96.31,10.157
2022-08-30,Mathura_Refinery,79.381,95.325,40.49,21.882,0.897,47.533,29.583,0.269,33.556,83.118,10.725
2022-08-31,Mathura_Refinery,112.888,149.031,36.63,22.665,1.559,45.896,17.45,0.302,36.054,72.361,9.202
2022-09-01,Mathura_Refinery,80.318,127.531,61.028,29.245,1.145,78.52400875184388,29.622,0.288,33.214,52.732,12.001
2022-09-02,Mathura_Refinery,58.164,156.798,46.183,30.041,1.424,46.933,27.28,0.271,36.129,64.06,10.206
2022-09-03,Mathura_Refinery,61.12,130.631,36.843,33.823,1.745,60.261,12.85,0.262,36.573,79.681,7.496
2022-09-04,Mathura_Refinery,62.672,123.059,20.15,39.365,2.528,41.485,23.841,0.111,36.879,89.357,9.594
2022-09-05,Mathura_Refinery,55.969,89.394,24.408,64.456,1.671,60.024,28.878,0.329,35.762,62.898,10.575
2022-09-06,Mathura_Refinery,45.206,134.55,40.421,51.26,1.766,51.106,23.161,0.383,31.203,88.461,10.352
2022-09-07,Mathura_Refinery,95.988,120.327,26.015,57.867,1.541,64.508,17.919,0.309,30.842,68.503,8.095
2022-09-08,Mathura_Refinery,83.971,146.177,13.319,40.51,1.387,37.882,12.447,0.165,32.551,72.5,8.629
2022-09-09,Mathura_Refinery,61.815,113.252,26.999,24.834,1.403,42.482,33.023,0.295,31.735,67.814,11.178
2022-09-10,Mathura_Refinery,70.935,112.305,38.303,28.585,1.874,34.294,20.678,0.195,31.841,79.784,10.274
2022-09-11,Mathura_Refinery,60.617,116.16,33.497,19.318,1.549,35.683,14.164,0.229,33.133,80.034,5.806
2022-09-12,Mathura_Refinery,61.122,119.842,32.261,34.518,2.919,52.384,21.75,0.144,32.434,88.332,5.802
2022-09-13,Mathura_Refinery,75.455,136.741,18.531,32.24,2.589,49.897,13.741,0.366,30.556,108.02,5.703
2022-09-14,Mathura_Refinery,49.688,125.961,33.467,18.783,1.766,57.718,14.43,0.188,32.746,95.594,5.497
2022-09-15,Mathura_Refinery,67.901,111.711,41.461,53.492,1.759,40.68,26.464,0.228,32.998,76.941,2.565
2022-09-16,Mathura_Refinery,102.601,167.96,23.003,42.831,1.547,32.178,28.245,0.097,31.908,84.05,9.796
2022-09-17,Mathura_Refinery,82.813,156.938,36.174,24.955,1.979,33.195,21.755,0.16,32.763,107.73,6.878
2022-09-18,Mathura_Refinery,62.929,111.797,38.859,41.0,1.149,33.036,21.24,0.162,32.125,99.107,5.863
2022-09-19,Mathura_Refinery,59.198,141.49,48.624,56.356971028475066,1.4957701322842334,35.516,20.988,0.303,33.558,99.72,3.068
2022-09-20,Mathura_Refinery,59.646,117.265,47.71,54.663,1.39,28.415,23.292,0.241,32.338,64.314,7.847
2022-09-21,Mathura_Refinery,62.859,95.505,48.172,41.78,2.187,47.695,20.005,0.338,33.445,77.957,7.748
2022-09-22,Mathura_Refinery,62.158,150.032,47.308,38.938,2.8,39.248,19.882,0.211,29.189,74.22,7.162
2022-09-23,Mathura_Refinery,85.62,94.408,50.39,48.056,3.134,53.989,19.719,0.218,30.751,66.939,7.039
2022-09-24,Mathura_Refinery,44.738,128.698,25.441,48.553,2.559,41.217,17.064,0.2,30.046,73.262,8.85
2022-09-25,Mathura_Refinery,67.852,114.853,17.976,50.612,2.072,41.298,25.272,0.242,29.004,77.63,7.332
2022-09-26,Mathura_Refinery,65.075,124.424,23.987,48.295,2.572,45.522,30.867,0.285,31.397,69.086,3.556
2022-09-27,Mathura_Refinery,78.305,146.946,32.307,54.789,1.75,33.269,22.362,0.331,31.869,77.08,3.51
2022-09-28,Mathura_Refinery,55.729,161.627,40.775,60.171,1.051,40.118,17.339,0.315,27.791,75.196,3.383
2022-09-29,Mathura_Refinery,93.195,126.415,43.724,56.103,2.004,58.133,22.093,0.341,29.982,86.741,6.731
2022-09-30,Mathura_Refinery,107.057,158.804,52.818,50.582,1.612,48.645,39.15,0.226,30.586,84.691,9.446
2022-10-01,Mathura_Refinery,96.262,138.433,50.722,30.689,1.742,45.538,23.622,0.252,28.833,69.931,11.656
2022-10-02,Mathura_Refinery,53.009,96.604,33.575,43.196,1.885,42.485,22.176,0.346,27.872,69.892,6.029
2022-10-03,Mathura_Refinery,84.258,121.956,40.69,48.207,2.274,42.51,26.05,0.165,26.302,65.751,8.514
2022-10-04,Mathura_Refinery,88.891,180.101,32.826,44.827,2.823,41.22,26.389,0.274,27.379,58.641,6.914
2022-10-05,Mathura_Refinery,51.693,213.281,36.433,64.473,2.995,44.017,24.277,0.334,27.942,35.572,13.705
2022-10-06,Mathura_Refinery,68.098,197.71,43.196,39.082,2.717,47.033,34.427,0.426,29.471,51.622,13.187
2022-10-07,Mathura_Refinery,82.673,132.688,17.284,67.33,2.254,28.084,33.875,0.402,29.224,44.185,13.649
2022-10-08,Mathura_Refinery,82.258,141.12,48.54,52.599,2.129,31.241,32.455,0.309,27.112,49.236,11.945
2022-10-09,Mathura_Refinery,76.115,154.427,45.567,50.408,1.754,29.063,30.547,0.296,28.038,55.701,10.38
2022-10-10,Mathura_Refinery,85.437,177.256,38.028,46.915,2.032,29.657,35.746,0.228,27.6,67.637,8.107
2022-10-11,Mathura_Refinery,113.557,188.992,61.531,29.417,3.788,45.367,42.786,0.232,26.345,77.362,6.784
2022-10-12,Mathura_Refinery,120.224,180.847,47.271,42.134,3.084,32.832,43.999,0.151,24.801,54.391,5.833
2022-10-13,Mathura_Refinery,48.096,164.132,46.788,53.546,2.969,21.695,51.664,0.368,27.273,41.366,8.43
2022-10-14,Mathura_Refinery,62.975,140.554,40.161,62.78,2.25,37.052,47.07,0.365,27.906,52.112,11.449
2022-10-15,Mathura_Refinery,64.129,83.551,52.791,49.999,2.63,21.611,29.623,0.226,28.22,55.601,8.63
2022-10-16,Mathura_Refinery,37.356,121.753,42.429,23.344,2.664,11.642,31.707,0.259,26.396,42.958,6.735
2022-10-17,Mathura_Refinery,68.152,151.287,45.711,22.043,3.034,33.52,35.899,0.389,26.863,49.422,4.379
2022-10-18,Mathura_Refinery,105.28,176.094,58.697,69.523,2.859,35.462,46.514,0.428,24.725,57.977,7.065
2022-10-19,Mathura_Refinery,70.752,123.141,57.34,46.689,3.299,38.864,29.821,0.269,24.332,43.634,10.208
2022-10-20,Mathura_Refinery,87.653,169.142,49.935,71.662,3.633,32.073,34.434,0.114,25.546,40.186,11.57
2022-10-21,Mathura_Refinery,67.721,236.059,60.061,49.916,3.17,21.072,27.238,0.267,26.263,42.213,12.323
2022-10-22,Mathura_Refinery,58.567,178.55,70.458,46.07,2.489,16.603,29.404,0.192,23.73,47.222,10.601
2022-10-23,Mathura_Refinery,93.819,152.058,54.296,53.83,2.744,21.231,25.882,0.279,23.443,58.034,9.23
2022-10-24,Mathura_Refinery,78.947,171.883,51.273,44.721,2.099,17.536,32.787,0.389,24.228,52.44,11.185
2022-10-25,Mathura_Refinery,95.422,240.245,50.842,74.696,1.964,29.377,21.366,0.45,26.353,53.914,6.943
2022-10-26,Mathura_Refinery,50.546,161.896,63.856,65.834,2.338,27.496,33.621,0.537,24.556,75.798,6.651
2022-10-27,Mathura_Refinery,116.036,173.971,47.372,67.893,1.419,32.058,34.166,0.524,25.116,53.424,11.053
2022-10-28,Mathura_Refinery,114.473,144.014,44.602,58.663,2.702,33.499,34.083,0.571,25.396,47.423,6.965
2022-10-29,Mathura_Refinery,87.631,126.754,27.063,60.453,1.899,31.932,42.057,0.498,24.702,57.96,7.513
2022-10-30,Mathura_Refinery,91.317,134.861,23.502,72.199,1.845,31.948,30.42,0.477,25.076,65.188,9.131
2022-10-31,Mathura_Refinery,59.77,206.551,32.66,62.85,2.229,28.993,34.402,0.383,22.81,62.507,8.626
2022-11-01,Mathura_Refinery,106.732,252.381,41.893,86.119,2.556,31.98,34.209,0.223,22.804,74.986,10.664
2022-11-02,Mathura_Refinery,91.214,222.584,67.376,61.814,2.443,33.463,35.01,0.532,25.72,65.48,12.27
2022-11-03,Mathura_Refinery,88.036,181.258,63.133,72.272,2.588,13.391,51.521,0.418,26.897,39.384,10.715
2022-11-04,Mathura_Refinery,80.329,270.219,44.275,72.672,2.659,29.02,41.082,0.489,26.325,49.097,12.005
2022-11-05,Mathura_Refinery,67.831,183.421,35.315,46.45,2.197,27.777,29.234,0.316,26.377,46.489,7.652
2022-11-06,Mathura_Refinery,87.769,144.696,52.814,51.698,1.837,29.854,40.788,0.373,22.095,64.446,7.53
2022-11-07,Mathura_Refinery,98.573,100.014,65.22,57.94,3.154,20.092,34.086,0.155,21.558,67.555,12.863
2022-11-08,Mathura_Refinery,112.608,200.726,56.976,47.767,1.53,23.648,20.923,0.224,22.174,43.97,14.025
2022-11-09,Mathura_Refinery,102.805,225.734,48.049,61.99,2.177,19.006,22.767,0.284,26.261,63.113,7.729
2022-11-10,Mathura_Refinery,111.678,291.06,63.932,64.691,2.263,31.112,19.414,0.367,23.881,66.776,7.865
2022-11-11,Mathura_Refinery,93.098,173.964,44.244,62.642,2.915,19.489,13.549,0.464,24.368,55.957,8.232
2022-11-12,Mathura_Refinery,130.299,206.686,47.41,55.589,1.763,16.536,20.056,0.263,23.952,54.02,8.967
2022-11-13,Mathura_Refinery,69.391,176.627,68.222,52.636,1.852,24.344,24.741,0.334,23.67,67.54,11.062
2022-11-14,Mathura_Refinery,117.881,213.261,61.275,53.794,2.414,22.421,40.721,0.471,22.929,40.253,13.087
2022-11-15,Mathura_Refinery,140.301,133.935,46.269,62.23,3.468,19.36,42.614,0.646,20.858,52.83,10.113
2022-11-16,Mathura_Refinery,94.968,223.077,55.392,53.642,3.381,31.556,43.1,0.544,17.788,64.16,11.202
2022-11-17,Mathura_Refinery,153.263,232.956,47.994,101.678,2.283,36.583,30.874,0.381,22.217,57.202,10.642
2022-11-18,Mathura_Refinery,146.405,205.279,33.333,57.71,2.342,36.805,41.194,0.23,21.177,61.578,9.012
2022-11-19,Mathura_Refinery,128.582,197.143,47.239,47.879,2.93,33.658,43.955,0.43,18.884,58.034,4.839
2022-11-20,Mathura_Refinery,102.236,148.519,57.374,45.075,1.939,25.893,38.106,0.415,21.211,47.993,8.874
2022-11-21,Mathura_Refinery,96.534,151.519,51.276,89.84,2.516,25.517,40.454,0.379,22.039,43.733,9.621
2022-11-22,Mathura_Refinery,94.672,157.689,48.088,54.67,2.804,22.135,26.88,0.193,22.8,56.813,9.466
2022-11-23,Mathura_Refinery,109.36,105.173,39.3,68.508,2.654,26.447,41.657,0.193,23.533,48.946,6.526
2022-11-24,Mathura_Refinery,141.238,192.917,46.487,71.382,4.841,23.202,54.026,0.364,20.826,37.16,11.525
2022-11-25,Mathura_Refinery,123.185,241.827,44.058,74.065,3.46,22.486,46.342,0.404,19.737,48.454,9.73
2022-11-26,Mathura_Refinery,81.384,170.16,33.831,79.334,3.168,25.715,32.366,0.167,20.033,46.794,6.295
2022-11-27,Mathura_Refinery,101.654,176.794,61.515,81.348,2.319,30.221,29.974,0.307,21.727,39.462,4.583
2022-11-28,Mathura_Refinery,127.192,178.028,64.016,65.81,3.162,30.735,30.408,0.17,18.128,48.882,8.056
2022-11-29,Mathura_Refinery,130.801,203.086,66.566,70.221,3.761,40.307,31.179,0.441,19.836,59.411,9.508
2022-11-30,Mathura_Refinery,134.881,174.49,71.886,38.485,2.926,27.106,40.545,0.423,21.613,56.36,7.631
2022-12-01,Mathura_Refinery,110.263,152.871,72.658,58.031,2.994,14.166,41.089,0.341,22.203,44.58,8.824
