Date,Zone,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Pb,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,AQI_MA7,AQI_MA30,PM2.5_MA7,PM2.5_MA30,PM10_MA7,PM10_MA30,AQI_lag1,AQI_lag7,AQI_roc,DayOfWeek,Month,Season,IsWeekend
2020-12-28,Mathura_Refinery,137.91,252.313,55.05,64.869,3.287,22.073,50.181749999999994,0.522,18.226,71.141,8.667,314.0,Very Poor,265.62857142857143,223.67666666666668,100.19714285714285,95.55376666666668,230.04933928571432,201.8123625,306.6,216.1,0.024135681669928077,0,12,Winter,0
2020-12-29,Mathura_Refinery,92.672,200.979,59.608,65.48949999999999,3.187,34.907,50.181749999999994,0.522,19.6465,50.743,6.3855,206.7,Poor,250.0,226.31,93.34,96.90936666666667,241.16148214285712,203.80622916666667,314.0,316.1,-0.34171974522293,1,12,Winter,0
2020-12-30,Mathura_Refinery,75.22,223.897,73.237,66.11,4.3135,31.901,50.181749999999994,0.522,21.067,61.539,4.104,182.7,Moderate,252.5142857142857,226.69666666666666,95.43757142857143,96.69846666666668,244.93762500000003,204.62942916666668,206.7,165.1,-0.11611030478955009,2,12,Winter,0
2020-12-31,Mathura_Refinery,114.008,164.571,91.511,78.232,4.3135,36.057,44.118,0.522,19.418,49.2455,6.185,279.5,Poor,259.4428571428571,225.76333333333332,104.41557142857143,96.18149999999999,228.3004642857143,203.42462916666668,182.7,231.0,0.5298303229337713,3,12,Winter,0
2021-01-01,Mathura_Refinery,118.154,169.65,82.898,43.858,3.174,32.77,28.353,0.474,19.219,36.952,8.353,293.7,Poor,268.4,226.49333333333334,112.1422857142857,96.39529999999999,212.38887500000004,203.17432916666667,279.5,231.0,0.05080500894454376,4,1,Winter,0
2021-01-02,Mathura_Refinery,119.012,187.47050000000002,74.1,44.348,1.6,30.65,33.705,0.35,18.115,33.528,9.326,296.6,Poor,268.54285714285714,230.48999999999998,112.1842857142857,97.5896,199.02307142857143,203.82064583333334,293.7,295.6,0.009874021109976372,5,1,Winter,1
2021-01-03,Mathura_Refinery,101.657,205.291,62.165499999999994,51.399,1.842,26.656,43.209,0.16,19.217,49.287,7.768,237.4,Poor,258.65714285714284,230.82000000000002,108.37614285714287,97.68566666666668,200.59592857142857,205.9650791666667,296.6,306.6,-0.19959541469993258,6,1,Winter,1
2021-01-04,Mathura_Refinery,119.841,252.651,50.231,50.786,1.806,22.662,45.911,0.22399999999999998,17.027,50.819,9.6705,299.5,Poor,256.5857142857143,230.91666666666666,105.79485714285714,97.71326666666667,200.64421428571427,207.85167916666668,237.4,314.0,0.26158382476832354,0,1,Winter,0
2021-01-05,Mathura_Refinery,123.66,247.621,67.577,95.20100000000001,4.3135,18.668,43.5535,0.288,20.449,56.3945,11.573,303.0,Very Poor,270.34285714285716,235.38333333333333,110.22171428571428,99.13826666666665,207.30735714285717,209.90354583333334,299.5,206.7,0.011686143572620988,1,1,Winter,0
2021-01-06,Mathura_Refinery,143.391,170.8,67.275,84.899,3.82,25.788,41.196,0.353,20.867,61.97,9.243,318.2,Very Poor,289.7,241.07000000000002,119.96042857142857,101.42936666666667,199.7220714285714,210.12957916666667,303.0,182.7,0.05016501650165006,2,1,Winter,0
2021-01-07,Mathura_Refinery,146.0655,187.961,43.151,83.278,4.3135,24.513,50.181749999999994,0.499,17.663,48.598,9.147,320.2,Very Poor,295.5142857142858,245.54666666666665,124.54007142857144,103.26795,203.0635,208.7673125,318.2,279.5,0.00628535512256434,3,1,Winter,0
2021-01-08,Mathura_Refinery,84.595,174.864,50.018,70.488,3.7275,25.348,48.46,0.522,16.97,47.414,8.022,181.5,Moderate,279.4857142857143,243.05666666666667,119.74592857142856,102.51585,203.80835714285715,208.09854583333336,320.2,293.7,-0.4331667707682698,4,1,Winter,0
2021-01-09,Mathura_Refinery,38.228,213.72,50.105,66.003,3.052,20.599,45.956,0.394,18.434,45.077,8.138,175.9,Moderate,262.24285714285713,239.86333333333334,108.20535714285714,100.06650555555555,207.55828571428574,210.41274583333333,181.5,296.6,-0.030853994490358083,5,1,Winter,1
2021-01-10,Mathura_Refinery,98.377,241.056,44.825,45.961,2.928,16.947,44.358,0.45,17.928,55.389,8.254,226.2,Poor,260.64285714285717,237.83,107.73678571428572,99.47045,212.66757142857145,210.72654583333332,175.9,237.4,0.28595793064241026,6,1,Winter,1
2021-01-11,Mathura_Refinery,145.52,279.37,78.049,61.386,4.197,30.779,36.008,0.372,19.0,37.843,11.678,319.8,Very Poor,263.54285714285714,243.38333333333333,111.40521428571428,100.29414999999999,216.48457142857143,214.05574583333333,226.2,299.5,0.413793103448276,0,1,Winter,0
2021-01-12,Mathura_Refinery,99.552,211.138,76.221,61.8885,4.038,19.794,34.684,0.486,19.092333333333332,42.7,11.393,230.2,Poor,253.14285714285714,245.43,107.96121428571428,100.91701666666667,211.27271428571427,215.64204583333333,319.8,303.0,-0.2801751094434022,1,1,Winter,0
2021-01-13,Mathura_Refinery,56.524,92.28,88.988,62.391,4.3135,26.226,33.36,0.522,19.18466666666667,32.735,11.09,128.7,Moderate,226.07142857142858,241.89333333333335,95.55164285714285,99.43818333333334,200.05557142857145,212.1540125,230.2,318.2,-0.4409209383145092,2,1,Winter,0
2021-01-14,Mathura_Refinery,96.846,89.625,77.336,24.963,4.3135,27.811,37.942,0.522,19.277,42.453,8.283,221.0,Poor,211.9,241.14666666666668,88.52028571428572,99.21948333333333,186.00757142857142,206.48244583333332,128.7,320.2,0.7171717171717173,3,1,Winter,0
2021-01-15,Mathura_Refinery,137.404,235.723,69.925,35.313,3.688,15.696,38.77,0.441,22.27,56.409,9.073666666666666,313.6,Very Poor,230.77142857142857,245.70333333333335,96.06442857142858,101.26918333333333,194.7017142857143,207.16469583333335,221.0,181.5,0.4190045248868779,4,1,Winter,0
2021-01-16,Mathura_Refinery,146.0655,189.796,47.456,74.509,2.891,13.793,29.422,0.489,20.861,62.165,9.864333333333333,320.2,Very Poor,251.38571428571427,251.46666666666667,111.46978571428569,104.30253333333333,191.28399999999996,207.79992916666666,313.6,175.9,0.021045918367346816,5,1,Winter,1
2021-01-17,Mathura_Refinery,134.309,158.102,50.285,80.528,1.162,13.874,39.166666666666664,0.209,20.989,50.194,10.655,311.2,Very Poor,263.5285714285714,252.85,116.60292857142858,105.07536666666667,179.43342857142855,205.61892916666665,320.2,226.2,-0.02810743285446593,6,1,Winter,1
2021-01-18,Mathura_Refinery,114.101,229.93599999999998,58.052,95.20100000000001,3.094,23.122,48.91133333333333,0.3285,21.117,57.661,12.681,279.9,Poor,257.8285714285715,255.18333333333334,112.1145,105.75883333333333,172.37142857142857,207.29929583333336,311.2,319.8,-0.10057840616966585,0,1,Winter,0
2021-01-19,Mathura_Refinery,90.698,281.03112500000003,51.876999999999995,95.20100000000001,3.418,21.178,50.181749999999994,0.448,21.158,53.665,5.423,231.0,Poor,257.9428571428571,258.40666666666664,110.84964285714285,106.42313333333333,182.35616071428572,208.31806666666668,279.9,230.2,-0.17470525187566976,1,1,Winter,0
2021-01-20,Mathura_Refinery,107.852,255.928,45.702,95.20100000000001,3.546,17.6725,50.181749999999994,0.43,20.158,67.096,12.107,258.5,Poor,276.4857142857143,259.82,118.18221428571428,106.83773333333333,205.73444642857143,209.12686666666664,231.0,128.7,0.11904761904761907,2,1,Winter,0
2021-01-21,Mathura_Refinery,105.57,222.882,51.102,79.173,3.175,14.167,30.436,0.178,20.162,57.975,10.518,250.7,Poor,280.7285714285714,257.64,119.4285,105.66766666666666,224.7711607142857,212.4498,258.5,221.0,-0.0301740812379111,3,1,Winter,0
2021-01-22,Mathura_Refinery,83.647,217.024,56.8225,58.611,2.882,34.002,23.869,0.274,17.8965,26.692,10.916,178.3,Moderate,261.40000000000003,258.08,111.74892857142856,106.438,222.09987500000003,213.1018,250.7,313.6,-0.2887913841244515,4,1,Winter,0
2021-01-23,Mathura_Refinery,141.659,205.911,62.543,78.839,2.624,25.682,31.638,0.457,15.631,51.773,5.513,316.9,Very Poor,260.92857142857144,260.9433333333333,111.11942857142856,109.45456666666665,224.40201785714285,210.59779583333332,178.3,320.2,0.777341559169938,5,1,Winter,1
2021-01-24,Mathura_Refinery,146.0655,253.48,63.3635,95.20100000000001,3.094,24.522,33.071,0.346,17.43,48.647,6.508,320.2,Very Poor,262.2142857142857,263.9166666666667,112.79892857142856,112.18785,238.0274464285714,209.679425,316.9,311.2,0.010413379615020535,6,1,Winter,1
2021-01-25,Mathura_Refinery,146.0655,254.472,64.184,95.20100000000001,3.86,20.753,33.298,0.478,20.221,49.193,9.131,320.2,Very Poor,267.97142857142853,264.7366666666666,117.3652857142857,113.09943333333332,241.5325892857143,208.79412083333332,320.2,279.9,0.0,0,1,Winter,0
2021-01-26,Mathura_Refinery,111.087,268.673,60.499,87.193,3.438,18.579,41.176500000000004,0.446,19.95,55.343,5.985,269.6,Poor,273.48571428571427,263.50333333333333,120.27799999999999,112.5252,239.76714285714283,211.27385416666667,320.2,231.0,-0.15802623360399737,1,1,Winter,0
2021-01-27,Mathura_Refinery,140.274,281.03112500000003,24.206,95.20100000000001,4.251,33.44,49.055,0.522,21.763,40.689,3.66,315.8,Very Poor,281.6714285714286,263.56333333333333,124.90971428571427,112.604,243.3533035714286,212.231125,269.6,258.5,0.17136498516320464,2,1,Winter,0
2021-01-28,Mathura_Refinery,141.86466666666666,197.508,28.780666666666665,89.721,3.717,15.933,50.037,0.498,21.961,49.401,6.968,317.0,Very Poor,291.14285714285717,267.24,130.09466666666665,114.24375555555555,239.72844642857146,212.115425,315.8,250.7,0.0037998733375552707,3,1,Winter,0
2021-01-29,Mathura_Refinery,143.45533333333333,246.698,33.355333333333334,95.20100000000001,3.148,22.436,50.181749999999994,0.333,20.201,54.141000000000005,7.483,318.2,Very Poor,311.1285714285714,271.7566666666667,138.6387142857143,116.51826666666666,243.96758928571427,212.87545833333334,317.0,178.3,0.003785488958990557,4,1,Winter,0
2021-01-30,Mathura_Refinery,145.046,197.315,37.93,95.20100000000001,3.11,14.68,42.968,0.345,21.206,58.881,10.82,319.5,Very Poor,311.5,273.09000000000003,139.12257142857143,117.55286666666667,242.73958928571432,213.966925,318.2,316.9,0.004085480829666865,5,1,Winter,1
2021-01-31,Mathura_Refinery,144.791,93.734,47.39,64.572,2.025,15.703,50.181749999999994,0.508,22.132,50.131,8.792,319.3,Very Poor,311.37142857142857,273.9433333333333,138.9405,118.44076666666666,219.91873214285715,211.43639166666668,319.5,320.2,-0.00062597809076681,6,1,Winter,1
2021-02-01,Mathura_Refinery,144.536,73.102,79.92,62.581,2.024,16.78,39.132,0.514,20.233,62.094,8.135,319.1,Very Poor,311.2142857142857,274.6933333333334,138.722,119.29156666666667,194.00873214285713,207.62410833333334,319.3,320.2,-0.0006263701847791792,0,2,Winter,0
2021-02-02,Mathura_Refinery,146.0655,115.345,57.889,51.752,2.023,15.078,34.469,0.522,19.32,47.542,9.519,320.2,Very Poor,318.4428571428571,277.4533333333333,143.71892857142856,120.77185,172.10473214285713,204.62590833333334,319.1,269.6,0.0034471952366028624,1,2,Winter,0
2021-02-03,Mathura_Refinery,138.784,202.559,60.388,43.799,2.026,11.698,43.201,0.522,19.506,45.337,10.778,314.6,Very Poor,318.2714285714286,277.95666666666665,143.5060714285714,121.40328333333333,160.89442857142856,202.95617499999997,320.2,315.8,-0.017489069331667606,2,2,Winter,0
2021-02-04,Mathura_Refinery,74.146,218.253,41.924,75.029,1.208,8.318,50.181749999999994,0.522,15.947,49.213,7.623,178.9,Moderate,298.54285714285714,273.82,133.83197619047618,119.75281666666666,163.858,201.97724166666666,314.6,317.0,-0.43134138588684046,3,2,Winter,0
2021-02-05,Mathura_Refinery,102.115,227.506,77.989,71.77,2.399,15.966,50.181749999999994,0.522,18.445,54.957,9.833,238.9,Poor,287.2142857142857,271.1766666666667,127.92621428571428,118.37695000000001,161.11628571428568,203.86744166666668,178.9,318.2,0.3353828954723308,4,2,Winter,0
2021-02-06,Mathura_Refinery,81.74799999999999,272.47,60.727,66.829,3.75,18.018,37.304,0.483,20.123,51.228,7.637,222.5,Poor,273.35714285714283,267.92,118.88364285714286,116.23303333333332,171.85271428571428,206.68440833333335,238.9,319.5,-0.06864796986186694,5,2,Winter,1
2021-02-07,Mathura_Refinery,61.381,170.115,55.355,72.297,3.115,12.275,28.227,0.471,20.012,64.833,7.89,146.9,Moderate,248.72857142857146,266.76666666666665,106.96792857142857,115.45923333333333,182.76428571428573,206.52610833333333,222.5,319.3,-0.33977528089887643,6,2,Winter,1
2021-02-08,Mathura_Refinery,142.473,197.956,79.009,40.507,4.307,29.243,49.503,0.522,20.305,61.203,9.364,317.5,Very Poor,248.5,271.4866666666666,106.67321428571427,118.93406666666667,200.6005714285714,206.00064166666667,146.9,319.1,1.1613342409802585,0,2,Winter,0
2021-02-09,Mathura_Refinery,146.0655,223.775,78.158,84.357,4.3135,22.737,47.895,0.217,19.913,57.617,10.321,320.2,Very Poor,248.50000000000003,274.62,106.67321428571428,120.52368333333334,216.09057142857142,205.42460833333334,317.5,320.2,0.008503937007873885,1,2,Winter,0
2021-02-10,Mathura_Refinery,146.0655,187.08,55.135,72.377,4.3135,21.427,50.181749999999994,0.38,16.994,57.975,9.597,320.2,Very Poor,249.29999999999998,274.6333333333333,107.71342857142857,120.54186666666666,213.87928571428571,202.348275,320.2,314.6,0.0,2,2,Winter,0
2021-02-11,Mathura_Refinery,146.0655,206.463,49.225,83.306,3.242,20.117,46.843,0.377,21.15,58.9005,6.37,320.2,Very Poor,269.48571428571427,277.6333333333333,117.98764285714286,122.09231666666666,212.19500000000002,202.19244166666667,320.2,178.9,0.0,3,2,Winter,0
2021-02-12,Mathura_Refinery,146.0655,141.124,63.518,87.9845,2.819,22.507,48.118,0.334,19.943,59.826,3.42,320.2,Very Poor,281.1,284.01666666666665,124.26628571428571,125.07703333333332,199.85471428571427,203.82057500000002,320.2,238.9,0.0,4,2,Winter,0
2021-02-13,Mathura_Refinery,123.878,215.47,48.011,92.663,2.802,28.378,41.742,0.315,19.156,38.742,5.773,303.2,Very Poor,292.62857142857143,286.7566666666667,130.28485714285713,125.9781,191.71185714285713,208.01540833333334,320.2,222.5,-0.05309181761399129,5,2,Winter,1
2021-02-14,Mathura_Refinery,103.01599999999999,168.012,23.806,72.259,2.368,37.032,31.731,0.17,21.743,58.487,9.149,242.0,Poor,306.2142857142857,284.37,136.23271428571428,124.83183333333334,191.4114285714286,205.758375,303.2,146.9,-0.20184696569920846,6,2,Winter,1
2021-02-15,Mathura_Refinery,82.154,281.03112500000003,45.082,35.589,2.515,34.833,35.518,0.092,22.291,56.958,9.404,231.0,Poor,293.85714285714283,281.39666666666665,127.61571428571428,122.70145,203.27930357142858,208.79954583333335,242.0,317.5,-0.045454545454545414,0,2,Winter,0
2021-02-16,Mathura_Refinery,112.515,242.07,32.817,59.547,3.813,36.277,26.924,0.429,22.163,61.84,9.07,274.4,Poor,287.3142857142857,280.17,122.8227857142857,121.97498333333333,205.892875,211.59847916666666,231.0,320.2,0.18787878787878776,1,2,Winter,0
2021-02-17,Mathura_Refinery,114.993,270.799,72.653,71.553,4.3135,41.078,39.635,0.468,22.035,53.19,8.413,282.9,Poor,281.9857142857143,280.27000000000004,118.38385714285714,122.00471666666665,217.85273214285715,212.96057916666666,274.4,320.2,0.030976676384839585,2,2,Winter,0
2021-02-18,Mathura_Refinery,77.575,234.181,67.67,54.461,2.427,33.449,47.213,0.193,21.079,35.92,8.814,189.5,Moderate,263.31428571428575,278.88666666666666,108.5995,121.56728333333334,221.8124464285714,211.39890833333337,282.9,320.2,-0.3301519971721456,3,2,Winter,0
2021-02-19,Mathura_Refinery,97.528,220.189,50.01,56.372,2.315,39.226,50.181749999999994,0.248,20.123,24.617,6.238,223.3,Poor,249.47142857142856,277.7133333333333,101.66557142857144,121.22314999999999,233.10744642857142,210.20760833333333,189.5,320.2,0.17836411609498692,4,2,Winter,0
2021-02-20,Mathura_Refinery,93.081,172.182,41.33,58.283,2.265,32.852,44.698,0.383,22.411,33.068,8.934,208.1,Poor,235.88571428571427,276.29333333333335,97.26599999999999,120.80685,226.92344642857142,208.5176083333333,223.3,303.2,-0.06806986117330949,5,2,Winter,1
2021-02-21,Mathura_Refinery,134.243,178.107,23.74,40.011,2.939,26.809,37.04,0.323,20.553,50.655,10.151,311.2,Very Poor,245.77142857142854,280.72333333333336,101.727,122.49338333333334,228.36558928571426,207.220375,208.1,242.0,0.49543488707352235,6,2,Winter,1
2021-02-22,Mathura_Refinery,145.857,211.894,29.473,71.295,4.062,28.755,50.181749999999994,0.515,19.416,65.278,8.114,320.1,Very Poor,258.5,280.83,110.82742857142857,122.63331666666666,218.48885714285714,207.41980833333335,311.2,231.0,0.02859897172236514,0,2,Winter,0
2021-02-23,Mathura_Refinery,125.818,177.093,61.798,62.175,4.3135,26.28,50.181749999999994,0.522,20.58,61.446,8.963,304.7,Very Poor,262.8285714285714,280.31333333333333,112.72785714285715,121.9584,209.20642857142857,204.873575,320.1,274.4,-0.04810996563573888,1,2,Winter,0
2021-02-24,Mathura_Refinery,124.141,191.453,91.81,61.151,3.896,23.805,50.181749999999994,0.303,21.15,46.751,4.781,303.4,Very Poor,265.75714285714287,279.75333333333333,114.03471428571429,121.22758333333333,197.8712857142857,202.77294166666667,304.7,282.9,-0.00426649163111259,2,2,Winter,0
2021-02-25,Mathura_Refinery,117.619,175.873,82.328,59.658,3.195,26.381364821950257,50.181749999999994,0.34,22.235,43.479,7.09,291.9,Poor,280.38571428571424,280.49666666666667,119.75528571428572,121.44531666666667,189.54157142857142,199.67960833333333,303.4,189.5,-0.03790375741595253,3,2,Winter,0
2021-02-26,Mathura_Refinery,108.023,281.03112500000003,66.52000000000001,64.884,3.696,10.821,46.502,0.318,19.741500000000002,63.018,7.357,259.1,Poor,285.5,278.6066666666667,121.25457142857142,120.37028333333333,198.23330357142854,199.67960833333333,291.9,223.3,-0.11236724905789641,4,2,Winter,0
2021-02-27,Mathura_Refinery,73.545,217.681,50.712,70.11,2.649,18.706,40.914,0.186,17.248,44.867,10.387,178.5,Moderate,281.2714285714286,273.99,118.4637142857143,118.09296111111112,204.73316071428573,200.35204166666665,259.1,208.1,-0.3110768043226554,5,2,Winter,1
2021-02-28,Mathura_Refinery,75.7055,244.29,38.114,64.456,2.573,14.46,35.410333333333334,0.127,21.29,70.776,8.538,196.2,Moderate,264.84285714285716,269.92333333333335,110.10121428571428,115.83463333333334,214.18787500000002,200.271775,178.5,311.2,0.09915966386554609,6,2,Winter,1
2021-03-01,Mathura_Refinery,77.866,213.378,78.854,60.895,2.645,22.005,29.906666666666666,0.19,20.096,78.945,10.039,175.7,Moderate,244.21428571428572,265.13,100.38821428571428,113.5953,214.399875,200.80720833333334,196.2,320.1,-0.10448521916411824,0,3,Summer,0
2021-03-02,Mathura_Refinery,62.996,219.936,84.131,74.7,1.064,26.134,24.403,0.233,20.377,84.728,7.994,180.0,Moderate,226.4,260.4866666666667,91.41364285714288,110.8688,220.52030357142857,205.01394166666665,175.7,304.7,0.024473534433693933,1,3,Summer,0
2021-03-03,Mathura_Refinery,104.384,155.179,89.408,95.053,2.444,28.199,20.85,0.357,18.302,69.991,3.204,246.7,Poor,218.29999999999998,258.0733333333333,88.59121428571429,109.5304,215.33830357142855,207.74984166666667,180.0,303.4,0.3705555555555555,2,3,Summer,0
2021-03-04,Mathura_Refinery,117.435,165.908,67.8255,91.126,2.755,21.416,30.35,0.493,22.168,57.077,5.608,291.2,Poor,218.20000000000002,257.1066666666667,88.56492857142858,108.57605,213.91473214285716,209.435275,246.7,291.9,0.18038102959059588,3,3,Summer,0
2021-03-05,Mathura_Refinery,64.137,200.0915,46.243,90.016,3.983,31.622,32.004,0.485,22.826,58.694,7.456,166.8,Moderate,205.0142857142857,252.17999999999998,82.29549999999999,106.08781666666667,202.35192857142857,209.353025,291.2,259.1,-0.4271978021978021,4,3,Summer,0
2021-03-06,Mathura_Refinery,76.349,234.275,39.234,78.931,3.167,25.937,20.824,0.453,23.113,64.709,8.099,189.6,Moderate,206.59999999999997,252.5366666666667,82.69607142857144,106.16125000000001,204.7225,209.88709166666666,166.8,178.5,0.1366906474820142,5,3,Summer,1
2021-03-07,Mathura_Refinery,105.535,201.469,36.316,46.988,2.046,26.9,26.953000000000003,0.344,23.3,51.958,8.388,250.6,Poor,214.3714285714286,252.92666666666665,86.95742857142857,106.27524999999999,198.60521428571428,209.01919166666667,189.6,196.2,0.3217299578059072,6,3,Summer,1
2021-03-08,Mathura_Refinery,134.418,258.922,47.43,45.779,1.861,29.448999999999998,33.082,0.433,20.055,42.48,7.092,311.3,Very Poor,233.74285714285716,255.88666666666666,95.03628571428571,108.03091666666667,205.11149999999998,208.5675916666667,250.6,175.7,0.2422186751795692,0,3,Summer,0
2021-03-09,Mathura_Refinery,144.728,250.456,52.011,56.298,1.676,31.997999999999998,46.477,0.382,20.388,46.632,6.957,319.2,Very Poor,253.62857142857143,261.63,106.71228571428573,110.80915,209.47150000000002,211.24562500000002,311.3,180.0,0.025377449405717956,1,3,Summer,0
2021-03-10,Mathura_Refinery,122.604,281.03112500000003,94.937,51.766,1.491,34.547,50.181749999999994,0.328,21.375,43.546,5.217,302.2,Very Poor,261.5571428571429,261.12,109.31514285714286,110.14685,227.45037500000004,214.01479583333332,319.2,246.7,-0.05325814536340856,2,3,Summer,0
2021-03-11,Mathura_Refinery,90.403,231.837,57.087,44.274,2.936,38.242,50.144,0.522,21.428,61.88,2.694,187.9,Moderate,246.79999999999998,256.71,105.45342857142857,108.29143333333334,236.86880357142857,214.28352916666665,302.2,291.2,-0.37822634017207146,3,3,Summer,0
2021-03-12,Mathura_Refinery,71.143,218.4925,59.341,35.481,2.849,26.722,36.14,0.233,22.401,51.16,5.654,179.1,Moderate,248.55714285714288,252.0066666666667,106.45428571428572,105.79401666666668,239.49751785714287,215.3306125,187.9,166.8,-0.04683342203299634,4,3,Summer,0
2021-03-13,Mathura_Refinery,87.734,205.148,57.996,26.688,3.23,21.73,37.517,0.105,23.374,53.794,5.497,192.3,Moderate,248.94285714285715,247.7433333333333,108.08071428571428,103.84963333333333,235.33651785714284,215.28677916666666,179.1,189.6,0.07370184254606382,5,3,Summer,1
2021-03-14,Mathura_Refinery,110.54849999999999,153.722,50.546,40.689,1.616,17.048,33.318,0.259,25.017,63.473,9.266,267.7,Poor,251.38571428571427,245.9933333333333,108.79692857142857,102.66573333333334,228.51551785714287,215.7067125,192.3,250.6,0.39209568382735305,6,3,Summer,1
2021-03-15,Mathura_Refinery,133.363,130.05,54.689,55.508,2.008,19.526,33.224,0.295,22.182,70.229,3.924,310.5,Very Poor,251.27142857142857,246.23666666666668,108.6462142857143,102.9819,210.10523214285715,212.85937916666668,267.7,311.3,0.15988046320508031,0,3,Summer,0
2021-03-16,Mathura_Refinery,143.556,262.542,41.009,49.634,2.4,14.934,27.651,0.18,23.257,62.519,6.981,318.3,Very Poor,251.14285714285714,248.78,108.4787857142857,104.33323333333333,211.83180357142857,216.01037916666667,310.5,319.2,0.02512077294685988,1,3,Summer,0
2021-03-17,Mathura_Refinery,115.868,254.142,50.521,61.112,3.473,22.816,28.825,0.175,24.815,61.143,12.047,285.9,Poor,248.81428571428572,250.61,107.5165,105.45703333333333,207.99050000000003,215.11407499999999,318.3,302.2,-0.1017907634307258,2,3,Summer,0
2021-03-18,Mathura_Refinery,76.355,204.177,59.447,57.35,3.686,23.829,35.038,0.187,23.174,46.972,9.235,169.6,Moderate,246.20000000000002,247.11666666666667,105.50964285714285,104.2517,204.03907142857142,213.850975,285.9,187.9,-0.40678558936691145,3,3,Summer,0
2021-03-19,Mathura_Refinery,83.743,246.463,60.454,59.871,3.739,24.842,41.251,0.387,23.662,61.133,8.488,197.6,Moderate,248.84285714285716,244.27333333333334,107.30964285714286,103.21003333333334,208.03485714285713,213.03977500000002,169.6,179.1,0.16509433962264142,4,3,Summer,0
2021-03-20,Mathura_Refinery,88.307,215.672,56.891,62.392,3.887,24.408,37.886,0.44,24.9,69.135,9.091,194.2,Moderate,249.1142857142857,244.42999999999998,107.39150000000002,103.56776666666666,209.5382857142857,212.4228083333333,197.6,192.3,-0.0172064777327936,5,3,Summer,1
2021-03-21,Mathura_Refinery,81.228,244.224,64.244,66.381,2.811,23.483,45.732,0.498,25.3765,41.874,9.496,196.2,Moderate,238.89999999999995,243.52666666666664,103.20285714285716,103.02443333333333,222.46714285714285,213.223975,194.2,267.7,0.01029866117404743,6,3,Summer,1
2021-03-22,Mathura_Refinery,78.508,150.878,69.648,68.801,3.849,25.847,45.354,0.243,25.853,66.285,7.74,160.8,Moderate,217.5142857142857,241.95,95.36642857142859,102.53866666666666,225.4425714285714,212.51384166666668,196.2,310.5,-0.1804281345565748,0,3,Summer,0
2021-03-23,Mathura_Refinery,97.754,163.15,60.58,44.597,2.569,28.211,42.951,0.164,25.521,52.104,5.779,224.1,Poor,204.05714285714285,239.04666666666668,88.8232857142857,101.32236666666667,211.24371428571428,212.01527500000003,160.8,318.3,0.39365671641791034,1,3,Summer,0
2021-03-24,Mathura_Refinery,86.491,159.926,41.052,55.129,2.026,25.384,35.7,0.125,24.898,59.021,8.482,188.0,Moderate,190.07142857142858,234.64333333333335,84.62657142857142,99.3435,197.7842857142857,210.28300833333333,224.1,285.9,-0.16108879964301648,2,3,Summer,0
2021-03-25,Mathura_Refinery,78.71,99.985,40.362,54.195,3.087,22.158,31.229,0.395,23.504,56.762,4.186,161.5,Moderate,188.91428571428568,229.87,84.963,97.77323333333332,182.89971428571428,207.7127416666667,188.0,169.6,-0.14095744680851063,3,3,Summer,0
2021-03-26,Mathura_Refinery,98.28,192.055,44.734,53.261,1.928,18.577,26.758,0.411,25.087,54.518,8.222,225.9,Poor,192.95714285714286,227.28666666666666,87.03971428571428,96.91120000000001,175.12714285714284,207.7328083333333,161.5,197.6,0.39876160990712073,4,3,Summer,0
2021-03-27,Mathura_Refinery,79.875,159.817,46.226,43.383,2.528,22.099,23.057,0.343,25.604,52.2,7.266,165.4,Moderate,188.84285714285713,223.07,85.83514285714286,95.65306666666667,167.14785714285713,207.19760833333336,225.9,194.2,-0.267817618415228,5,3,Summer,1
2021-03-28,Mathura_Refinery,85.171,178.102,39.194,53.426,2.491,25.621,9.229,0.327,24.334,43.632,7.713,183.5,Moderate,187.0285714285714,220.54999999999998,86.39842857142857,94.89133333333332,157.70185714285714,203.7666375,165.4,196.2,0.10943168077388155,6,3,Summer,1
2021-03-29,Mathura_Refinery,98.923,269.99,34.989,38.837,3.446,30.021,15.966,0.331,26.19,54.945,6.781,228.0,Poor,196.6285714285714,222.19999999999996,89.31485714285714,95.73726666666667,174.71785714285716,205.51027083333335,183.5,160.8,0.24250681198910073,0,3,Summer,0
2021-03-30,Mathura_Refinery,70.352,203.9,30.105,53.279,3.044,42.071,39.971,0.222,28.018,51.597,10.517,169.4,Moderate,188.81428571428572,221.30666666666667,85.40028571428572,95.55881666666666,180.53928571428568,204.1639375,228.0,224.1,-0.25701754385964914,1,3,Summer,0
2021-03-31,Mathura_Refinery,74.394,174.422,22.411,67.183,3.128,47.565,39.349,0.345,26.07,40.311,9.53,149.8,Moderate,183.35714285714286,220.44333333333333,83.67214285714286,95.44308333333333,182.61014285714285,202.86540416666668,169.4,188.0,-0.11570247933884292,2,3,Summer,0
2021-04-01,Mathura_Refinery,121.1,182.174,36.485,77.476,3.212,24.824,32.30766666666666,0.322,25.291,38.464,7.936,301.1,Very Poor,203.3,224.48,89.72785714285715,97.37988333333334,194.35142857142858,201.60667083333334,149.8,161.5,1.0100133511348464,3,4,Summer,0
